ORIGEM,ESCALA_1,ESCALA_2,ESCALA_3,ESCALA_4,ESCALA_5,ESCALA_6,DESTINO
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,UBERABA
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CONFINS
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,VITORIA
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,GOIANIA
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,BRASILIA
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PORTO_SEGURO
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CUIABA
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SALVADOR
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,ARACAJU
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,MACEIO
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,RECIFE
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,JOAO_PESSOA
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,NATAL
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,FORTALEZA
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,TERESINA
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,BELEM
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,MANAUS
JUAZEIRO_DO_NORTE,NULL,NULL,NULL,NULL,NULL,NULL,CAMPINAS
JUAZEIRO_DO_NORTE,NULL,NULL,NULL,NULL,NULL,NULL,CAMPINAS
JUIZ_DE_FORA,NULL,NULL,NULL,NULL,NULL,NULL,CAMPINAS
JUIZ_DE_FORA,NULL,NULL,NULL,NULL,NULL,NULL,CAMPINAS
LONDRINA,NULL,NULL,NULL,NULL,NULL,NULL,CUIABA
LONDRINA,NULL,NULL,NULL,NULL,NULL,NULL,FOZ_DO_IGUACU
LONDRINA,NULL,NULL,NULL,NULL,NULL,NULL,PORTO_ALEGRE
LONDRINA,NULL,NULL,NULL,NULL,NULL,NULL,CURITIBA
LONDRINA,NULL,NULL,NULL,NULL,NULL,NULL,CONGONHAS
LONDRINA,CURITIBA,NULL,NULL,NULL,NULL,NULL,MANAUS
LONDRINA,CURITIBA,NULL,NULL,NULL,NULL,NULL,BOA_VISTA
LONDRINA,CURITIBA,NULL,NULL,NULL,NULL,NULL,NAVEGANTES
LONDRINA,CURITIBA,NULL,NULL,NULL,NULL,NULL,JOINVILLE
LONDRINA,CURITIBA,NULL,NULL,NULL,NULL,NULL,TERESINA
LONDRINA,CURITIBA,NULL,NULL,NULL,NULL,NULL,FORTALEZA
LONDRINA,CURITIBA,NULL,NULL,NULL,NULL,NULL,BELEM
LONDRINA,CURITIBA,NULL,NULL,NULL,NULL,NULL,SAO_LUIZ
LONDRINA,CONGONHAS,NULL,NULL,NULL,NULL,NULL,SANTOS_DUMONT
LONDRINA,CONGONHAS,NULL,NULL,NULL,NULL,NULL,VITORIA
LONDRINA,CONGONHAS,NULL,NULL,NULL,NULL,NULL,COMANDATUBA
LONDRINA,CONGONHAS,NULL,NULL,NULL,NULL,NULL,PORTO_SEGURO
LONDRINA,CONGONHAS,NULL,NULL,NULL,NULL,NULL,ILHEUS
LONDRINA,CONGONHAS,NULL,NULL,NULL,NULL,NULL,SALVADOR
LONDRINA,NULL,NULL,NULL,NULL,NULL,NULL,CUIABA
LONDRINA,NULL,NULL,NULL,NULL,NULL,NULL,CUIABA
LONDRINA,NULL,NULL,NULL,NULL,NULL,NULL,CAMPINAS
MACEIO,NULL,NULL,NULL,NULL,NULL,NULL,NATAL
MACEIO,NULL,NULL,NULL,NULL,NULL,NULL,JOAO_PESSOA
MACEIO,NULL,NULL,NULL,NULL,NULL,NULL,GUARULHOS
MACEIO,NULL,NULL,NULL,NULL,NULL,NULL,BRASILIA
MACEIO,NULL,NULL,NULL,NULL,NULL,NULL,GALEAO
MACEIO,BRASILIA,NULL,NULL,NULL,NULL,NULL,PORTO_VELHO
MACEIO,BRASILIA,NULL,NULL,NULL,NULL,NULL,RIO_BRANCO
MACEIO,BRASILIA,NULL,NULL,NULL,NULL,NULL,MARABA
MACEIO,BRASILIA,NULL,NULL,NULL,NULL,NULL,PALMAS
MACEIO,BRASILIA,NULL,NULL,NULL,NULL,NULL,TERESINA
MACEIO,GUARULHOS,NULL,NULL,NULL,NULL,NULL,CURITIBA
MACEIO,GUARULHOS,NULL,NULL,NULL,NULL,NULL,FLORIANOPOLIS
MACEIO,GUARULHOS,NULL,NULL,NULL,NULL,NULL,PORTO_ALEGRE
MACEIO,GUARULHOS,NULL,NULL,NULL,NULL,NULL,FOZ_DO_IGUACU
MACEIO,GUARULHOS,NULL,NULL,NULL,NULL,NULL,CUIABA
MACEIO,GUARULHOS,NULL,NULL,NULL,NULL,NULL,MANAUS
MACEIO,GUARULHOS,NULL,NULL,NULL,NULL,NULL,GOIANIA
MACEIO,GUARULHOS,NULL,NULL,NULL,NULL,NULL,MACAPA
MACEIO,GUARULHOS,NULL,NULL,NULL,NULL,NULL,ILHEUS
MACEIO,GUARULHOS,NULL,NULL,NULL,NULL,NULL,PORTO_SEGURO
MACEIO,GUARULHOS,NULL,NULL,NULL,NULL,NULL,VITORIA
MACEIO,ARACAJU,NULL,NULL,NULL,NULL,NULL,BOA_VISTA
MACEIO,NULL,NULL,NULL,NULL,NULL,NULL,ARACAJU
MACEIO,NULL,NULL,NULL,NULL,NULL,NULL,CONFINS
MACEIO,NULL,NULL,NULL,NULL,NULL,NULL,CAMPINAS
MACEIO,ARACAJU,CAMPINAS,NULL,NULL,NULL,NULL,FORTALEZA
MACEIO,ARACAJU,CAMPINAS,NULL,NULL,NULL,NULL,RECIFE
MACEIO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SALVADOR
MACEIO,ARACAJU,CAMPINAS,NULL,NULL,NULL,NULL,PORTO_ALEGRE
MACEIO,CONFINS,NULL,NULL,NULL,NULL,NULL,VITORIA
MACEIO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SANTOS_DUMONT
MACEIO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,GALEAO
MACEIO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,BRASILIA
MACEIO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,GOIANIA
MACEIO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,UBERABA
MACEIO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,RIBEIRAO_PRETO
MACEIO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SAO_JOSE_DO_RIO_PRETO
MACEIO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PRESIDENTE_PRUDENTE
MACEIO,ARACAJU,CAMPINAS,NULL,NULL,NULL,NULL,CUIABA
MACEIO,ARACAJU,CAMPINAS,NULL,NULL,NULL,NULL,CAMPO_GRANDE
MACEIO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CURITIBA
MACEIO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,JOINVILLE
MACEIO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,NAVEGANTES
MACEIO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,FLORIANOPOLIS
MACEIO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PORTO_ALEGRE
MANAUS,NULL,NULL,NULL,NULL,NULL,NULL,BOA_VISTA
MANAUS,NULL,NULL,NULL,NULL,NULL,NULL,CUIABA
MANAUS,NULL,NULL,NULL,NULL,NULL,NULL,PORTO_VELHO
MANAUS,NULL,NULL,NULL,NULL,NULL,NULL,SANTAREM
MANAUS,NULL,NULL,NULL,NULL,NULL,NULL,ALTAMIRA
MANAUS,NULL,NULL,NULL,NULL,NULL,NULL,MACAPA
MANAUS,BRASILIA,NULL,NULL,NULL,NULL,NULL,PALMAS
MANAUS,BRASILIA,NULL,NULL,NULL,NULL,NULL,IMPERATRIZ
MANAUS,BRASILIA,NULL,NULL,NULL,NULL,NULL,PORTO_SEGURO
MANAUS,BRASILIA,NULL,NULL,NULL,NULL,NULL,FLORIANOPOLIS
MANAUS,BRASILIA,NULL,NULL,NULL,NULL,NULL,PORTO_ALEGRE
MANAUS,BRASILIA,NULL,NULL,NULL,NULL,NULL,CONFINS
MANAUS,BRASILIA,NULL,NULL,NULL,NULL,NULL,GALEAO
MANAUS,BRASILIA,NULL,NULL,NULL,NULL,NULL,SANTOS_DUMONT
MANAUS,GUARULHOS,NULL,NULL,NULL,NULL,NULL,CAMPO_GRANDE
MANAUS,GUARULHOS,NULL,NULL,NULL,NULL,NULL,JOAO_PESSOA
MANAUS,NULL,NULL,NULL,NULL,NULL,NULL,FORTALEZA
MANAUS,FORTALEZA,NULL,NULL,NULL,NULL,NULL,NATAL
MANAUS,FORTALEZA,NULL,NULL,NULL,NULL,NULL,RECIFE
MANAUS,FORTALEZA,NULL,NULL,NULL,NULL,NULL,ARACAJU
MANAUS,FORTALEZA,NULL,NULL,NULL,NULL,NULL,TERESINA
MANAUS,FORTALEZA,NULL,NULL,NULL,NULL,NULL,SALVADOR
MANAUS,NULL,NULL,NULL,NULL,NULL,NULL,PORTO_VELHO
MANAUS,NULL,NULL,NULL,NULL,NULL,NULL,BELEM
MANAUS,NULL,NULL,NULL,NULL,NULL,NULL,CONGONHAS
MANAUS,CAMPINAS,NULL,NULL,NULL,NULL,NULL,FORTALEZA
MANAUS,CAMPINAS,ARACAJU,NULL,NULL,NULL,NULL,MACEIO
MANAUS,CAMPINAS,NULL,NULL,NULL,NULL,NULL,ARACAJU
MANAUS,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CUIABA
MANAUS,CAMPINAS,NULL,NULL,NULL,NULL,NULL,GOIANIA
MANAUS,CAMPINAS,NULL,NULL,NULL,NULL,NULL,BRASILIA
MANAUS,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CONFINS
MANAUS,CAMPINAS,NULL,NULL,NULL,NULL,NULL,VITORIA
MANAUS,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CAMPO_GRANDE
MANAUS,CAMPINAS,NULL,NULL,NULL,NULL,NULL,UBERABA
MANAUS,CAMPINAS,NULL,NULL,NULL,NULL,NULL,RIBEIRAO_PRETO
MANAUS,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SAO_JOSE_DO_RIO_PRETO
MANAUS,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PRESIDENTE_PRUDENTE
MANAUS,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SANTOS_DUMONT
MANAUS,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CURITIBA
MANAUS,CAMPINAS,NULL,NULL,NULL,NULL,NULL,JOINVILLE
MANAUS,CAMPINAS,NULL,NULL,NULL,NULL,NULL,NAVEGANTES
MANAUS,CAMPINAS,NULL,NULL,NULL,NULL,NULL,FLORIANOPOLIS
MANAUS,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PORTO_ALEGRE
MARILIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PORTO_ALEGRE
MARILIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CURITIBA
MARILIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,BELEM
MARILIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PETROLINA
MARILIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SALVADOR
MARILIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PALMAS
MARILIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,MANAUS
MARILIA,CAMPINAS,PAMPULHA,NULL,NULL,NULL,NULL,GOVERNADOR_VALADARES
MARILIA,NULL,NULL,NULL,NULL,NULL,NULL,CAMPINAS
MARILIA,CAMPINAS,CONFINS,NULL,NULL,NULL,NULL,SAO_LUIS
MARILIA,NULL,NULL,NULL,NULL,NULL,NULL,BAURU
MARILIA,NULL,NULL,NULL,NULL,NULL,NULL,CAMPINAS
MARINGA,NULL,NULL,NULL,NULL,NULL,NULL,CURITIBA
MARINGA,CURITIBA,NULL,NULL,NULL,NULL,NULL,CONFINS
MARINGA,NULL,NULL,NULL,NULL,NULL,NULL,SANTOS_DUMONT
MARINGA,CAMPINAS,CONFINS,NULL,NULL,NULL,NULL,SAO_LUIS
MARINGA,CAMPINAS,MANAUS,NULL,NULL,NULL,NULL,BOA_VISTA
MARINGA,CAMPINAS,CONFINS,NULL,NULL,NULL,NULL,IPATINGA
MARINGA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,NATAL
MARINGA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,BRASILIA
MARINGA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,FORTALEZA
MARINGA,NULL,NULL,NULL,NULL,NULL,NULL,PORTO_ALEGRE
MARINGA,NULL,NULL,NULL,NULL,NULL,NULL,CURITIBA
MARINGA,NULL,NULL,NULL,NULL,NULL,NULL,CAMPINAS
MARINGA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,MANAUS
MARINGA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SAO_LUIS
MARINGA,CURITIBA,CAMPINAS,NULL,NULL,NULL,NULL,TERESINA
MARINGA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,FORTALEZA
MARINGA,CURITIBA,CAMPINAS,NULL,NULL,NULL,NULL,NATAL
MARINGA,CURITIBA,CAMPINAS,NULL,NULL,NULL,NULL,JOAO_PESSOA
MARINGA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,RECIFE
MARINGA,CAMPINAS,ARACAJU,NULL,NULL,NULL,NULL,MACEIO
MARINGA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,ARACAJU
MARINGA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SALVADOR
MARINGA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,VITORIA
MARINGA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CONFINS
MARINGA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SANTOS_DUMONT
MARINGA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,GALEAO
MARINGA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,BRASILIA
MARINGA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,GOIANIA
MARINGA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CUIABA
MARINGA,CURITIBA,CAMPINAS,NULL,NULL,NULL,NULL,UBERABA
MARINGA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,RIBEIRAO_PRETO
MARINGA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SAO_JOSE_DO_RIO_PRETO
MARINGA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PRESIDENTE_PRUDENTE
MARINGA,CURITIBA,NULL,NULL,NULL,NULL,NULL,SAO_JOSE_DOS_CAMPOS
MARINGA,CURITIBA,CAMPINAS,NULL,NULL,NULL,NULL,NAVEGANTES
MARINGA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,FLORIANOPOLIS
MARINGA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PORTO_ALEGRE
MONTES_CLAROS,NULL,NULL,NULL,NULL,NULL,NULL,PAMPULHA
MONTES_CLAROS,CAMPINAS,NULL,NULL,NULL,NULL,NULL,MANAUS
MONTES_CLAROS,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CASCAVEL
MONTES_CLAROS,PAMPULHA,NULL,NULL,NULL,NULL,NULL,PATOS_DE_MINAS
MONTES_CLAROS,CONFINS,CAMPINAS,NULL,NULL,NULL,NULL,SAO_JOSE_DO_RIO_PRETO
MONTES_CLAROS,CONFINS,NULL,NULL,NULL,NULL,NULL,PORTO_SEGURO
MONTES_CLAROS,CONFINS,NULL,NULL,NULL,NULL,NULL,RECIFE
MONTES_CLAROS,CONFINS,NULL,NULL,NULL,NULL,NULL,VITORIA
MONTES_CLAROS,CONFINS,NULL,NULL,NULL,NULL,NULL,RIO_BRANCO
MONTES_CLAROS,CAMPINAS,MANAUS,NULL,NULL,NULL,NULL,BOA_VISTA
MONTES_CLAROS,NULL,NULL,NULL,NULL,NULL,NULL,CONFINS
NATAL,NULL,NULL,NULL,NULL,NULL,NULL,RECIFE
NATAL,NULL,NULL,NULL,NULL,NULL,NULL,SALVADOR
NATAL,NULL,NULL,NULL,NULL,NULL,NULL,GUARULHOS
NATAL,NULL,NULL,NULL,NULL,NULL,NULL,FORTALEZA
NATAL,NULL,NULL,NULL,NULL,NULL,NULL,CAMPINAS
NATAL,NULL,NULL,NULL,NULL,NULL,NULL,CONFINS
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,BRASILIA
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PORTO_ALEGRE
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,NAVEGANTES
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,FLORIANOPOLIS
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PRESIDENTE_PRUDENTE
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SAO_JOSE_DOS_CAMPOS
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CURITIBA
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,JOINVILE
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,UBERABA
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SAO_JOSE_DO_RIO_PRETO
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,GOIANIA
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SANTOS_DUMONT
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CAMPO_GRANDE
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CUIABA
NATAL,RECIFE,NULL,NULL,NULL,NULL,NULL,SALVADOR
NATAL,CONFINS,NULL,NULL,NULL,NULL,NULL,VITORIA
NATAL,CONFINS,NULL,NULL,NULL,NULL,NULL,PORTO_SEGURO
NATAL,NULL,NULL,NULL,NULL,NULL,NULL,RECIFE
NATAL,NULL,NULL,NULL,NULL,NULL,NULL,SALVADOR
NATAL,NULL,NULL,NULL,NULL,NULL,NULL,GUARULHOS
NATAL,NULL,NULL,NULL,NULL,NULL,NULL,FORTALEZA
NATAL,NULL,NULL,NULL,NULL,NULL,NULL,CAMPINAS
NATAL,NULL,NULL,NULL,NULL,NULL,NULL,CONFINS
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,BRASILIA
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PORTO_ALEGRE
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,NAVEGANTES
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,FLORIANOPOLIS
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PRESIDENTE_PRUDENTE
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SAO_JOSE_DOS_CAMPOS
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CURITIBA
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,JOINVILE
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,UBERABA
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SAO_JOSE_DO_RIO_PRETO
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,GOIANIA
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SANTOS_DUMONT
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CAMPO_GRANDE
NATAL,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CUIABA
NATAL,RECIFE,NULL,NULL,NULL,NULL,NULL,SALVADOR
NATAL,CONFINS,NULL,NULL,NULL,NULL,NULL,VITORIA
NATAL,CONFINS,NULL,NULL,NULL,NULL,NULL,PORTO_SEGURO
NAVEGANTES,NULL,NULL,NULL,NULL,NULL,NULL,CONGONHAS
NAVEGANTES,CONGONHAS,NULL,NULL,NULL,NULL,NULL,CONFINS
NAVEGANTES,CONGONHAS,NULL,NULL,NULL,NULL,NULL,SANTOS_DUMMONT
NAVEGANTES,CONGONHAS,NULL,NULL,NULL,NULL,NULL,VITORIA
NAVEGANTES,CONGONHAS,NULL,NULL,NULL,NULL,NULL,PORTO_SEGURO
NAVEGANTES,CONGONHAS,NULL,NULL,NULL,NULL,NULL,SALVADOR
NAVEGANTES,CONGONHAS,NULL,NULL,NULL,NULL,NULL,GUARULHOS
NAVEGANTES,CONGONHAS,NULL,NULL,NULL,NULL,NULL,RIBEIRAO_PRETO
NAVEGANTES,CONGONHAS,NULL,NULL,NULL,NULL,NULL,UBERLANDIA
NAVEGANTES,CONGONHAS,NULL,NULL,NULL,NULL,NULL,GOIANIA
NAVEGANTES,CONGONHAS,GOIANIA,NULL,NULL,NULL,NULL,BRASILIA
NAVEGANTES,CONGONHAS,NULL,NULL,NULL,NULL,NULL,CUIABA
NAVEGANTES,CONGONHAS,NULL,NULL,NULL,NULL,NULL,SAO_JOSE_DO_RIO_PRETO
NAVEGANTES,CONGONHAS,SAO_JOSE_DO_RIO_PRETO,NULL,NULL,NULL,NULL,CAMPO_GRANDE
NAVEGANTES,CONGONHAS,NULL,NULL,NULL,NULL,NULL,LONDRINA
NAVEGANTES,CONGONHAS,NULL,NULL,NULL,NULL,NULL,PORTO_ALEGRE
PALMAS,NULL,NULL,NULL,NULL,NULL,NULL,BRASILIA
PALMAS,NULL,NULL,NULL,NULL,NULL,NULL,GOIANIA
PALMAS,NULL,NULL,NULL,NULL,NULL,NULL,UBERLANDIA
PALMAS,BRASILIA,NULL,NULL,NULL,NULL,NULL,MARABA
PALMAS,BRASILIA,NULL,NULL,NULL,NULL,NULL,MANAUS
PALMAS,BRASILIA,NULL,NULL,NULL,NULL,NULL,RIO_BRANCO
PALMAS,BRASILIA,NULL,NULL,NULL,NULL,NULL,PORTO_VELHO
PALMAS,BRASILIA,NULL,NULL,NULL,NULL,NULL,CUIABA
PALMAS,BRASILIA,NULL,NULL,NULL,NULL,NULL,PORTO_ALEGRE
PALMAS,BRASILIA,NULL,NULL,NULL,NULL,NULL,CURITIBA
PALMAS,BRASILIA,NULL,NULL,NULL,NULL,NULL,CONGONHAS
PALMAS,BRASILIA,NULL,NULL,NULL,NULL,NULL,GUARULHOS
PALMAS,BRASILIA,NULL,NULL,NULL,NULL,NULL,CONFINS
PALMAS,BRASILIA,NULL,NULL,NULL,NULL,NULL,RIO_DE_JANEIRO
PALMAS,BRASILIA,NULL,NULL,NULL,NULL,NULL,SANTOS_DUMMONT
PALMAS,BRASILIA,NULL,NULL,NULL,NULL,NULL,PORTO_SEGURO
PALMAS,BRASILIA,NULL,NULL,NULL,NULL,NULL,SALVADOR
PALMAS,BRASILIA,NULL,NULL,NULL,NULL,NULL,MACEIO
PALMAS,BRASILIA,NULL,NULL,NULL,NULL,NULL,RECIFE
PALMAS,BRASILIA,NULL,NULL,NULL,NULL,NULL,TERESINA
PALMAS,BRASILIA,NULL,NULL,NULL,NULL,NULL,_SAO_LUIZ
PALMAS,BRASILIA,NULL,NULL,NULL,NULL,NULL,FORTALEZA
PALMAS,BRASILIA,NULL,NULL,NULL,NULL,NULL,BELEM
PORTO_ALEGRE,NULL,NULL,NULL,NULL,NULL,NULL,RIO_GRANDE
PORTO_ALEGRE,NULL,NULL,NULL,NULL,NULL,NULL,SANTA_MARIA
PORTO_ALEGRE,NULL,NULL,NULL,NULL,NULL,NULL,PASSO_FUNDO
PORTO_ALEGRE,NULL,NULL,NULL,NULL,NULL,NULL,SANTA_ROSA
PORTO_ALEGRE,NULL,NULL,NULL,NULL,NULL,NULL,SANTO_ANGELO
PORTO_ALEGRE,NULL,NULL,NULL,NULL,NULL,NULL,FOZ_DO_IGUACU
PORTO_ALEGRE,NULL,NULL,NULL,NULL,NULL,NULL,JOACABA
PORTO_ALEGRE,NULL,NULL,NULL,NULL,NULL,NULL,FLORIANOPOLIS
PORTO_ALEGRE,NULL,NULL,NULL,NULL,NULL,NULL,NAVEGANTES
PORTO_ALEGRE,NULL,NULL,NULL,NULL,NULL,NULL,JOINVILLE
PORTO_ALEGRE,NULL,NULL,NULL,NULL,NULL,NULL,CACADOR
PORTO_ALEGRE,NULL,NULL,NULL,NULL,NULL,NULL,LONDRINA
PORTO_ALEGRE,NULL,NULL,NULL,NULL,NULL,NULL,RIO_GRANDE
PORTO_ALEGRE,NULL,NULL,NULL,NULL,NULL,NULL,CURITIBA
PORTO_ALEGRE,NULL,NULL,NULL,NULL,NULL,NULL,GUARULHOS
PORTO_ALEGRE,NULL,NULL,NULL,NULL,NULL,NULL,CONGONHAS
PORTO_ALEGRE,NULL,NULL,NULL,NULL,NULL,NULL,BRASILIA
PORTO_ALEGRE,NULL,NULL,NULL,NULL,NULL,NULL,GALEAO
PORTO_ALEGRE,CONGONHAS,NULL,NULL,NULL,NULL,NULL,COMANDATUBA
PORTO_ALEGRE,CONGONHAS,NULL,NULL,NULL,NULL,NULL,ILHEUS
PORTO_ALEGRE,GUARULHOS,NULL,NULL,NULL,NULL,NULL,SAO_JOSE_DO_RIO_PRETO
PORTO_ALEGRE,GUARULHOS,NULL,NULL,NULL,NULL,NULL,RIBEIRAO_PRETO
PORTO_ALEGRE,GUARULHOS,NULL,NULL,NULL,NULL,NULL,CAMPO_GRANDE
PORTO_ALEGRE,GUARULHOS,NULL,NULL,NULL,NULL,NULL,MANAUS
PORTO_ALEGRE,GUARULHOS,NULL,NULL,NULL,NULL,NULL,BELEM
PORTO_ALEGRE,GUARULHOS,NULL,NULL,NULL,NULL,NULL,SALVADOR
PORTO_ALEGRE,GUARULHOS,NULL,NULL,NULL,NULL,NULL,ARACAJU
PORTO_ALEGRE,GUARULHOS,NULL,NULL,NULL,NULL,NULL,RECIFE
PORTO_ALEGRE,GUARULHOS,NULL,NULL,NULL,NULL,NULL,JOAO_PESSOA
PORTO_ALEGRE,GUARULHOS,NULL,NULL,NULL,NULL,NULL,SAO_LUIS
PORTO_ALEGRE,GUARULHOS,NULL,NULL,NULL,NULL,NULL,MANAUS
PORTO_ALEGRE,GUARULHOS,NULL,NULL,NULL,NULL,NULL,FORTALEZA
PORTO_ALEGRE,BRASILIA,NULL,NULL,NULL,NULL,NULL,CUIABA
PORTO_ALEGRE,BRASILIA,NULL,NULL,NULL,NULL,NULL,PORTO_VELHO
PORTO_ALEGRE,BRASILIA,NULL,NULL,NULL,NULL,NULL,RIO_BRANCO
PORTO_ALEGRE,BRASILIA,NULL,NULL,NULL,NULL,NULL,MARABA
PORTO_ALEGRE,BRASILIA,NULL,NULL,NULL,NULL,NULL,PALMAS
PORTO_ALEGRE,BRASILIA,NULL,NULL,NULL,NULL,NULL,TERESINA
PORTO_SEGURO,NULL,NULL,NULL,NULL,NULL,NULL,SALVADOR
PORTO_SEGURO,NULL,NULL,NULL,NULL,NULL,NULL,CONFINS
PORTO_SEGURO,NULL,NULL,NULL,NULL,NULL,NULL,CONGONHAS
PORTO_SEGURO,NULL,NULL,NULL,NULL,NULL,NULL,GUARULHOS
PORTO_SEGURO,GUARULHOS,NULL,NULL,NULL,NULL,NULL,GALEAO
PORTO_SEGURO,GUARULHOS,NULL,NULL,NULL,NULL,NULL,VITORIA
PORTO_SEGURO,GUARULHOS,NULL,NULL,NULL,NULL,NULL,ARACAJU
PORTO_SEGURO,GUARULHOS,NULL,NULL,NULL,NULL,NULL,MACEIO
